biome * ffffff ffffff ffffff
block 1380 8 ff645e2d
block 1380 9 ff312d28
block 1380 10 ff603630
block 1380 11 ff9f988f
block 1380 12 ff93934c
block 1380 13 ff544336
block 1380 14 ff40664b
block 1380 15 ff9f722d
block 1381 0 a2f6fbfc
block 1381 1 a2eec066
block 1381 2 a2da93db
block 1381 3 a29fc4f3
block 1381 4 a2e3e855
block 1381 5 a285c440
block 1381 6 a2e8b6d3
block 1381 7 a2969b9c
block 1381 8 a2cbd0d1
block 1381 9 a25295af
block 1381 10 a2af75d6
block 1381 11 a2658ad8
block 1381 12 a29a795f
block 1381 13 a27c9d59
block 1381 14 a2db6f70
block 1381 15 a22f3435
block 1382 * ff9f722d
block 1382 0 ffa97321
block 1382 1 ffa97321
block 1382 2 ffa97321
block 1382 3 ff503b1a
block 1382 4 ff543e1a
block 1382 5 ff563f1b
block 1382 6 ffa97321
block 1382 7 ffa97321
block 1386 * ff4c463d
block 1386 0 ffc38c7b
block 1386 1 ff6e695a
block 1386 2 ff87a078
block 1386 3 ffb99163
block 1386 4 ff9b8e4b
block 1386 6 ff767e52
block 1386 7 ff7b4d49
block 1386 8 ffc38c7b
block 1386 9 ff6e695a
block 1386 10 ff87a078
block 1386 11 ffb99163
block 1386 12 ff9b8e4b
block 1386 14 ff767e52
block 1386 15 ff7b4d49
block 1387 * ff544336
block 1387 0 ff645e2d
block 1387 1 ff312d28
block 1387 2 ff603630
block 1387 3 ff9f988f
block 1387 4 ff93934c
block 1387 6 ff40664b
block 1387 7 ff9f722d
block 1387 8 ff645e2d
block 1387 9 ff312d28
block 1387 10 ff603630
block 1387 11 ff9f988f
block 1387 12 ff93934c
block 1387 14 ff40664b
block 1387 15 ff9f722d
block 1388 * ff646153
block 1388 0 ff9f7163
block 1388 2 ff81906d
block 1388 3 ff9a7b55
block 1388 4 ff614c51
block 1388 5 ff353229
block 1388 6 ff737252
block 1388 7 ff716558
block 1388 8 ff614c51
block 1388 9 ff353229
block 1388 10 ff737252
block 1388 11 ff716558
block 1388 12 ff9f7163
block 1388 14 ff81906d
block 1388 15 ff9a7b55
block 1389 * ff62574b
block 1389 0 ffa09d56
block 1389 1 ff565148
block 1389 2 ff8e965a
block 1389 3 ff763822
block 1389 4 ff5e5a3c
block 1389 6 ffda9a68
block 1389 7 ffb07355
block 1389 8 ff5e5a3c
block 1389 10 ffda9a68
block 1389 11 ffb07355
block 1389 12 ffa09d56
block 1389 13 ff565148
block 1389 14 ff8e965a
block 1389 15 ff763822
block 1390 * ff827b75
block 1390 0 ff686f30
block 1390 1 ff484032
block 1390 2 ff8d5e51
block 1390 3 ffa9a39d
block 1390 4 ff52584f
block 1390 5 ff9f8051
block 1390 6 ff8f7c6d
block 1390 8 ff52584f
block 1390 9 ff9f8051
block 1390 10 ff8f7c6d
block 1390 12 ff686f30
block 1390 13 ff484032
block 1390 14 ff8d5e51
block 1390 15 ffa9a39d
block 1391 * ff90927a
block 1391 0 ff9a9b5b
block 1391 1 ff685952
block 1391 2 ff557a5e
block 1391 3 ffa97831
block 1391 4 ffa19a95
block 1391 6 ff796652
block 1391 7 ff601200
block 1391 8 ffa19a95
block 1391 10 ff796652
block 1391 11 ff601200
block 1391 12 ff9a9b5b
block 1391 13 ff685952
block 1391 14 ff557a5e
block 1391 15 ffa97831
block 1392 * 6b61764a
block 1393 * 9a878787
block 1394 0 ffc38c7b
block 1394 1 ff6e695a
block 1394 2 ff87a078
block 1394 3 ffb99163
block 1394 4 ff9b8e4b
block 1394 5 ff4c463d
block 1394 6 ff767e52
block 1394 7 ff7b4d49
block 1394 8 ff645e2d
block 1394 9 ff312d28
block 1394 10 ff603630
block 1394 11 ff9f988f
block 1394 12 ff93934c
block 1394 13 ff544336
block 1394 14 ff40664b
block 1394 15 ff9f722d
block 1395 * ff926356
block 1396 * ffc38c7b
block 1397 * ff221002
block 1397 1 ff221b17
block 1397 5 ff221b17
block 1397 9 ff221b17
block 1397 13 ff0b0603
block 1398 * ff8e8d8c
block 1398 0 ff72818a
block 1398 1 ff868374
block 1399 * ffb4b499
block 1399 2 ff662109
block 1399 3 ffa88b07
block 1399 4 ff514515
block 1399 5 ff100313
block 1399 6 ffd8fcfc
block 1399 7 ff384716
block 1399 8 ff3e280b
block 1403 * ff710504
block 1404 * ff81827e
block 1404 1 ff4a1f0b
block 1404 2 ffae672f
block 1404 4 ffada52a
block 1405 * ff48601b
block 1405 1 ffae672f
block 1405 2 ffa57c35
block 1405 3 ff92592c
block 1405 4 ff4a1f0b
block 1405 5 ffa57c35
block 1405 6 ff61646d
block 1405 7 ff81827e
block 1406 * ff797670
block 1406 1 ff41444a
block 1406 2 ff416535
block 1407 * ff364b7e
block 1408 * ff9c7f4e
block 1408 1 ffaa9459
block 1408 2 ff675333
block 1409 * ff81827e
block 1409 1 fe8a4f1f
block 1410 * 839f8d0f
block 1411 * ff886f43
block 1411 0 ff586a72
block 1411 1 ffa1a74c
block 1411 2 ff8c562c
block 1411 3 ffb69b30
block 1411 4 ff616248
block 1411 5 ff8ca687
block 1411 7 ff8a6526
block 1411 8 ff616248
block 1411 9 ff8ca687
block 1411 11 ff8a6526
block 1411 12 ff586a72
block 1411 13 ffa1a74c
block 1411 14 ff8c562c
block 1411 15 ffb69b30
block 1412 * ff8a8781
block 1412 0 ffa1783b
block 1412 1 ff985964
block 1412 2 ff906539
block 1412 3 ff7d811f
block 1412 4 ff735649
block 1412 5 ffb68661
block 1412 7 ff5b4b39
block 1412 8 ff735649
block 1412 9 ffb68661
block 1412 11 ff5b4b39
block 1412 12 ffa1783b
block 1412 13 ff985964
block 1412 14 ff906539
block 1412 15 ff7d811f
block 1413 * ff614c51
block 1413 0 ff82442c
block 1413 1 ff9f7163
block 1413 2 ff9f7163
block 1413 3 ff9f7163
block 1413 4 ffb58a51
block 1413 8 ffb58a51
block 1413 12 ff82442c
block 1413 13 ff9f7163
block 1413 14 ff9f7163
block 1413 15 ff9f7163
block 1414 * ff8c5353
block 1415 * ffb9703c
block 1415 0 ff6e879a
block 1415 1 ffc2c268
block 1415 3 ffd2be59
block 1415 4 ffb48e42
block 1415 5 ff9d596f
block 1415 6 ff9a6126
block 1415 7 ff8b951a
block 1415 8 ff6e879a
block 1415 9 ffc2c268
block 1415 11 ffd2be59
block 1415 12 ffb48e42
block 1415 13 ff9d596f
block 1415 14 ff9a6126
block 1415 15 ff8b951a
block 1416 * ff971209
block 1417 * ffc38c7b
block 1417 0 ff6e879a
block 1417 1 ffc2c268
block 1417 2 ffb9703c
block 1417 3 ffd2be59
block 1417 4 ffb48e42
block 1417 5 ff9d596f
block 1417 6 ff9a6126
block 1417 7 ff8b951a
block 1417 8 ff7c007c
block 1418 * ffc38c7b
block 1418 0 ff6e879a
block 1418 1 ffc2c268
block 1418 2 ffb9703c
block 1418 3 ffd2be59
block 1418 4 ffb48e42
block 1418 5 ff9d596f
block 1418 6 ff9a6126
block 1418 7 ff8b951a
block 1418 8 ff7c007c
block 1419 * ffa1312c
block 1420 * 435b0202
block 1421 * 5d590b05
block 1422 * ff5b4303
block 1423 * a9080400
block 1425 * ff710504
block 1426 * ffbd2401
block 1427 * ffbd2401
block 1428 * ffbd2401
block 1429 * ffbd2401
block 1467 * ff797979
block 1467 0 ff2d2542
block 1467 1 ffd8d099
block 1467 2 ff703d3a
block 1467 3 ff9e9e9e
block 1467 4 ffd5d5d5
block 1467 5 ffc7c41d
block 1467 6 ff274b90
block 1467 7 ff24b2ad
block 1467 8 ffb70000
block 1467 9 ffb8aa60
block 1467 10 ff67c000
block 1467 11 ff07b4b7
block 1467 12 ffb3b575
block 1467 13 ff1a194f
block 1468 * ff3c3c3c
block 1469 * ff665131
block 1470 * ffecc050
block 1471 * ff76442c
block 1471 0 ff82683d
block 1471 1 ff8f7345
block 1471 2 ff8f7345
block 1471 3 ff8f7345
block 1471 4 ff8f7345
block 1471 10 ff8b7043
block 1471 11 ff8b7043
block 1471 12 ff8b7043
block 1471 13 ff8b7043
block 1472 * ffdbdbdb
block 1473 * ff343434
block 1473 1 5b4a4a4a
block 1473 2 6b484848
block 1474 0 ff353535
block 1474 1 ff383838
block 1474 2 ff353535
block 1474 3 ff353535
block 1474 4 ff3b3b3b
block 1474 5 ff383838
block 1474 6 ff3a3a3a
block 1474 7 ff333333
block 1474 8 ff363636
block 1474 9 ff363636
block 1474 10 ff333333
block 1474 11 ff3a3a3a
block 1475 * ff632b2a
block 1475 1 ff50344b
block 1475 2 ff805831
block 1475 3 ff887e71
block 1475 4 ff7b736e
block 1475 5 ff919191
block 1475 6 ff747374
block 1476 * ff2c5805
block 1476 1 ff9fa1ab
block 1476 2 ff054f58
block 1476 3 ff392a10
block 1476 4 ff684224
block 1476 5 ff629298
block 1476 6 ff773911
block 1477 * ff363636
block 1477 0 ff414141
block 1477 2 ff3d3d3d
block 1478 * ff277be1
block 1478 1 ffe06702
block 1478 2 ff9255bc
block 1478 3 ffca580f
block 1478 4 ff8b6422
block 1478 5 ffd7b389
block 1478 6 ffd9d9d9
block 1478 7 ffd4ae43
block 1478 8 ffee86a9
block 1478 9 ffa7a7a7
block 1478 10 ff00826b
block 1479 * 8f4c4c4c
block 1481 * ff231d34
block 1481 1 ffd8d19c
block 1481 2 ff743f3b
block 1481 3 ffa6a6a6
block 1481 4 ffdadada
block 1481 5 ffcecb42
block 1481 6 ff254a98
block 1481 7 ff3bbfb8
block 1481 8 ffb60101
block 1481 9 ffbbad66
block 1481 10 ff59bf04
block 1481 11 ff04babf
block 1481 12 ffcbcd98
block 1481 13 ff232159
block 1482 * ff2d1c0c
block 1483 * ffcecec9
block 1484 * 13817962
block 1485 * a095834b
block 1485 0 a0956b4b
block 1485 2 a0835325
block 1485 3 a07d492a
block 1485 4 a0956b4b
block 1485 6 a0835325
block 1485 7 a07d492a
block 1485 8 a0956b4b
block 1485 10 a0835325
block 1485 11 a07d492a
block 1485 12 cc947864
block 1485 13 cca59154
block 1485 14 cc8f663a
block 1485 15 cc7c5038
block 1486 0 a064747b
block 1486 1 a0a3c549
block 1486 4 a064747b
block 1486 5 a0a3c549
block 1486 8 a064747b
block 1486 9 a0a3c549
block 1486 12 cc858b8e
block 1486 13 cc8bb234
block 1487 * ff57431a
block 1488 0 ff8c827c
block 1488 1 ff908a7a
block 1488 2 ff897c6e
block 1488 3 ff7c716c
block 1488 4 ff918f8d
block 1488 5 ff5c677d
block 1489 * ff8c866e
block 1489 1 ff79776a
block 1489 2 ff938c64
block 1489 3 ff847e58
block 1489 4 ff807a54
block 1489 5 ff807a55
block 1489 6 ff7d7750
block 1500 * ffaab4ac
block 1501 * ff83533d
block 1502 * ff718b9b
block 1503 * ffaba9a5
block 1504 * 17434371
block 1505 * ff4f5721
block 1507 * ff424076
block 1507 1 ff4b4851
block 1508 * ff7171c3
block 1509 * 47ff8008
block 1510 0 ff735525
block 1510 1 ff696866
block 1510 2 ffcccbca
block 1511 * ffaab4ac
block 1512 * 2b7f0000
block 1513 * 4b6b6315
block 1514 * 957d0303
block 1515 * ff585212
block 1516 0 ff0c0a09
block 1516 1 ff312319
block 1516 2 8f610a08
block 1516 3 8f610a08
block 1516 4 8f610a08
block 1516 5 8f610a08
block 1516 6 8f610a08
block 1517 0 ff220b09
block 1517 1 ff221037
block 1518 * 11637a00
block 1519 * ffd3d3d3
block 1522 * ff535353
block 1523 * ff533425
block 1524 * ff807e75
block 1530 * f4030303
block 1531 * b3959000
block 1555 * ff14121d
block 1555 4 ff677967
block 1555 5 ff677967
block 1555 6 ff677967
block 1555 7 ff677967
block 1555 12 ff677967
block 1555 13 ff677967
block 1555 14 ff677967
block 1555 15 ff677967
block 1599 * ff792f26
block 1599 0 ff7f3939
block 1600 * ff7c007c
block 1600 0 ff989baa
block 1600 1 ffbcbccd
block 1600 2 ff7b7b87
block 1600 3 ffb1b1c5
block 1600 4 ff9da3d4
block 1600 5 ffa9a9b8
block 1600 6 ffbebed0
block 1600 7 ff99974d
block 1600 8 bd2d2a38
block 1600 9 ff6f6f80
block 1600 10 ff7d7d91
block 1600 11 ff1f1f20
block 1600 14 ffb8b8cb
block 1601 0 ffd2c9c0
block 1601 1 ff151c23
block 1601 2 ffe3ae59
block 1602 * ff151c23
block 1603 * ff151c23
block 1604 * ff7c007c
block 1604 2 ff7b7b87
block 1604 6 ff525662
block 1604 10 ff7e7e8a
block 1604 11 ffb1b1c5
block 1604 14 ffb8b8cb
block 1605 * ff7c007c
block 1605 0 ffaeb1b5
block 1605 1 ffb8b8cb
block 1605 2 ff7e7e8a
block 1605 3 ff616176
block 1605 10 ff7e7e8a
block 1605 11 ffb1b1c5
block 1605 14 ffb8b8cb
block 1606 * ff7c007c
block 1606 4 ffbfbfd3
block 1606 10 ff7e7e8a
block 1606 11 ffb1b1c5
block 1606 14 ffb8b8cb
block 1607 0 ff7d7d7d
block 1607 1 ff727376
block 1607 2 ff85898e
block 1607 3 ff868689
block 1607 4 ff888885
block 1607 5 ffc5c899
block 1607 6 ff8f5c5a
block 1607 7 ff988a73
block 1607 8 ff514f4f
block 1608 * ffe56c6c
block 1608 0 ff4e64e5
block 1608 1 ffe5a9d9
block 1608 2 ffe5a94e
block 1608 3 ffb178ca
block 1608 4 ff4ebd59
block 1608 6 ffe5e5e5
block 1608 7 ffe5cd4e
block 1608 8 ff4e64e5
block 1608 9 ffe5a9d9
block 1608 10 ffe5a94e
block 1608 11 ffb178ca
block 1608 12 ff4ebd59
block 1608 14 ffe5e5e5
block 1608 15 ffe5cd4e
block 1609 * ff898188
block 1609 0 ff747789
block 1609 2 ff898174
block 1609 3 ff837489
block 1609 4 ff748476
block 1609 5 ff897878
block 1609 6 ff898989
block 1609 7 ff898674
block 1609 8 ff747789
block 1609 10 ff898174
block 1609 11 ff837489
block 1609 12 ff748476
block 1609 13 ff897878
block 1609 14 ff898989
block 1609 15 ff898674
block 1610 * 75e1e1e1
block 1611 0 46daf0f4
block 1611 1 4f0e001c
block 1612 * ff7c007c
block 1612 0 ff989baa
block 1612 1 ff525662
block 1612 3 ffaeb1b5
block 1612 10 ff7e7e8a
block 1612 11 ffb1b1c5
block 1612 14 ffb8b8cb
block 1613 * ff8a8a9a
block 1613 2 ff464656
block 1613 3 ff464656
block 1613 4 ff464656
block 1613 5 ffa49d6d
block 1613 6 ff575767
block 1613 10 ff464656
block 1613 11 ff464656
block 1613 12 ff464656
block 1613 13 ffa49d6d
block 1613 14 ff575767
block 1614 * ffa8a8b7
block 1614 0 ffa797d5
block 1614 1 ff6e6e6e
block 1614 3 ffc4c4d8
block 1614 4 ffcdcde3
block 1614 8 ffa797d5
block 1614 9 ff6e6e6e
block 1614 11 ffc4c4d8
block 1614 12 ffcdcde3
block 1615 * ff30303c
block 1615 4 ffafafba
block 1615 6 ffafafba
block 1615 7 ffafafba
block 1615 12 ffafafba
block 1615 14 ffafafba
block 1615 15 ffafafba
block 1616 0 ff2a2a2f
block 1616 1 ffceb550
block 1616 2 ffcdcde2
block 1616 3 ff363636
block 1616 4 ffc8bb6d
block 1616 5 ff363636
block 1616 6 ff897f3b
block 1616 7 ff908540
block 1617 0 ffe3e3ef
block 1617 1 ff646476
block 1617 2 ff484857
block 1617 3 ff1c1c1c
block 1617 4 4dfdd700
block 1617 8 ffe3e3ef
block 1617 9 ff646476
block 1617 10 ff484857
block 1617 11 ff1c1c1c
block 1617 12 4dfdd700
block 1618 * ff686878
block 1619 * ff555555
block 1620 * ffcb7fa0
block 1621 * ff538d07
block 1622 * ffd6d325
block 1623 * ff5b82b4
block 1624 * ffa14895
block 1625 * ffcb7f25
block 1626 * ffe7e7e7
block 1627 * 8d513f34
block 1628 * ff690605
block 1628 0 ff161921
block 1628 2 ff405b12
block 1628 3 ff552f17
block 1628 4 ff171a22
block 1628 6 ff405a12
block 1628 7 ff542f17
block 1628 8 ff171a22
block 1628 10 ff405a12
block 1628 11 ff542f17
block 1628 12 ff171a22
block 1628 14 ff405a12
block 1628 15 ff542f17
block 1629 * ff6f288c
block 1629 0 ff082360
block 1629 2 ff165468
block 1629 3 ff696772
block 1629 4 ff082460
block 1629 6 ff165467
block 1629 7 ff686772
block 1629 8 ff082460
block 1629 10 ff165467
block 1629 11 ff686772
block 1629 12 ff082460
block 1629 14 ff165467
block 1629 15 ff686772
block 1630 * ff4f4e4b
block 1630 1 ffc87c9c
block 1630 2 ff528a07
block 1630 3 ffd2d024
block 1630 5 ffc77d9c
block 1630 6 ff518a07
block 1630 7 ffd2cf24
block 1630 9 ffc77d9c
block 1630 10 ff518a07
block 1630 11 ffd2cf24
block 1630 13 ffc77d9c
block 1630 14 ff518a07
block 1630 15 ffd2cf24
block 1631 * ff9e4691
block 1631 0 ff5a7fb0
block 1631 1 ff9e4792
block 1631 2 ffc87c24
block 1631 3 ffe5e5e5
block 1631 4 ff5a7faf
block 1631 6 ffc77d24
block 1631 7 ffe4e4e4
block 1631 8 ff5a7faf
block 1631 10 ffc77d24
block 1631 11 ffe4e4e4
block 1631 12 ff5a7faf
block 1631 14 ffc77d24
block 1631 15 ffe4e4e4
block 1632 * ff765c46
block 1633 * ff544033
block 1634 0 2299005d
block 1634 1 2285005a
block 1634 2 22720058
block 1634 3 225f0055
block 1634 4 224c0053
block 1634 5 22390051
block 1634 6 2225004e
block 1634 7 330e023b
block 1634 8 33000639
block 1634 9 33000a38
block 1634 10 33000e36
block 1634 11 33001134
block 1634 12 33001532
block 1634 13 33001930
block 1634 14 33001d2e
block 1634 15 3300202c
block 1635 * ff2c161a
block 1636 * 836daee0
block 1637 * ff2a1009
block 1638 * 97f4b81e
block 1639 * aa863719
block 1639 0 9aab420b
block 1639 1 9aab420b
block 1639 2 9aab420b
block 1639 3 9aab420b
block 1639 4 9b993c0d
block 1639 5 9b993c0d
block 1639 6 9b993c0d
block 1640 * ff5c2c2c
block 1641 * ff7d7d7d
block 1642 * 9b1c2226
block 1643 * c125443e
block 1661 0 ff92a1b1
block 1661 1 ffb0b0b0
block 1661 2 ffa9551e
block 1661 3 ff007977
block 1661 4 ff181818
block 1661 5 ff790000
block 1661 6 ff2b8395
block 1661 7 ffa01604
block 1661 8 ffe2d300
block 1661 9 ff383838
block 1680 * 4c2bf4f5
block 1681 * ff41413e
block 1682 * ff41413e
block 1683 * ff41413e
block 1684 * ff2f302b
block 1685 * ff3b3c39
block 1686 * ff41413e
block 1741 0 ffa1acad
block 1741 1 ffb9c7c8
block 1741 2 ffabbdc4
block 1741 3 ffabbdc4
block 1741 4 ffabbdc4
block 1741 5 ffc0d2cf
block 1753 * 46daf0f4
block 1754 * ffb8a48d
block 1754 1 ff6a7b48
block 1754 2 ff5b4b6a
block 1754 3 ff7d5454
block 1754 4 ff9d6c22
block 1754 5 ffa1b28b
block 1755 * ff5d936d
block 1756 * ff716e5d
block 1758 * ffa26946
block 1758 1 ff7d824d
block 1758 2 ff716e5d
block 1758 9 ff7d824d
block 1758 10 ff716e5d
block 1759 * ffa47539
block 1760 * ff787976
block 1761 * 7c282e28
block 1762 * ff464645
block 1762 1 13ddf9fe
block 1763 * 6a413f3c
block 1764 * ff787976
block 1765 * 6343482f
block 1766 * ff787976
block 1767 * ff828481
block 1768 * ff64b16e
block 1770 * ff868686
block 1771 * ae929292
block 1775 * ff868686
block 1776 * ae929292
block 1777 * ae929292
block 1778 * ff868686
block 1779 * ff868686
block 1780 * ae929292
block 1781 * ff868686
block 1782 * ae929292
block 1785 * ff868686
block 1786 * ae929292
block 1787 * ff868686
block 1788 * ae929292
block 1789 * ff868686
block 1790 * ae929292
block 1791 * ff868686
block 1792 * ae929292
block 1793 * ae929292
block 1794 * ff868686
block 1860 * ff780200
block 1860 0 ffa9a9a9
block 1861 * 7112110f
block 1862 * 7112110f
block 1863 * 43514843
block 1864 * 43514843
block 1865 * 42837a70
block 1866 * 3f353c39
block 1867 * 5e585722
block 1867 1 3c386e1e
block 1867 2 2e746734
block 1867 5 3c386e1e
block 1867 6 2e746734
block 1867 9 3c386e1e
block 1867 10 2e746734
block 1867 13 3c386e1e
block 1867 14 2e746734
block 1868 * ff334430
block 1868 0 ffae9452
block 1868 1 ffb1765c
block 1868 2 ffbdbbb2
block 1868 3 ffae9452
block 1868 5 ff4f524a
block 1868 6 ff656465
block 1868 9 ff4f524a
block 1868 10 ff656465
block 1868 13 ff4f524a
block 1868 14 ff656465
block 1869 * ffb49b4d
block 1869 1 ff9b554c
block 1869 2 ffafaaa7
block 1870 * a4265a0b
block 1870 1 b3225819
block 1870 2 b13a623a
block 1870 5 b3225819
block 1870 6 b13a623a
block 1870 9 b3225819
block 1870 10 b13a623a
block 1870 13 b3225819
block 1870 14 b13a623a
block 1871 * 94755f61
block 1871 0 0f255e03
block 1871 1 26265e03
block 1871 2 44275c06
block 1871 3 692e5d0e
block 1872 * 771c4a2e
block 1872 0 0c005c07
block 1872 1 20005e07
block 1872 2 3b006407
block 1872 3 54075a11
block 1873 * 0257007f
block 1874 * ff9c7f4e
block 1875 * 1fc5a856
block 1876 * 626e6b5c
block 1877 * 4be4b70e
block 1878 0 2df5f5f5
block 1878 1 1bf4f4f4
block 1878 2 1bf4f4f4
block 1878 3 25f5f5f5
block 1878 4 28f5f5f5
block 1878 5 1ef4f4f4
block 1878 6 22f5f5f5
block 1878 7 1ffafafa
block 1878 8 28f3f3f3
block 1878 9 22f7f7f7
block 1878 10 1df9f9f9
block 1878 11 1af6f6f6
block 1879 0 2d5d0089
block 1879 1 1b5c0087
block 1879 2 1b5b0086
block 1879 3 255b0085
block 1879 4 285b0086
block 1879 5 1e5d0088
block 1879 6 225b0085
block 1879 7 1f590083
block 1879 8 285c0087
block 1879 9 225b0085
block 1879 10 1d5a0085
block 1879 11 1a5c0086
block 1880 0 2d6a0000
block 1880 1 1b6a0000
block 1880 2 1b6a0000
block 1880 3 25660000
block 1880 4 28680000
block 1880 5 1e6c0000
block 1880 6 22680000
block 1880 7 1f600000
block 1880 8 286d0000
block 1880 9 22680000
block 1880 10 1d600000
block 1880 11 1a680000
block 1881 * ff3f4b30
block 1882 * ff866532
block 1883 * ffb49b4d
block 1883 1 ff9b554c
block 1883 2 ffafaaa7
block 1883 9 ff9b554c
block 1883 10 ffafaaa7
block 1884 * ffb49b4d
block 1884 1 ff9b554c
block 1884 2 ffafaaa7
block 1884 9 ff9b554c
block 1884 10 ffafaaa7
block 1885 * ffb49b4d
block 1886 * ff9b554c
block 1887 * ffafaaa7
block 1888 * d52f491a
block 1889 * 1d8a2b0d
block 1889 4 1e6ca200
block 1889 5 1e6ca200
block 1889 6 1e6ca200
block 1889 7 1e6ca200
block 1889 8 517b4f19
block 1889 9 517b4f19
block 1889 10 517b4f19
block 1889 11 517b4f19
block 1890 * 930e3b16
block 1891 * 3fac6338
block 1892 * 4b095a26
block 1892 0 0a01660c
block 1892 1 1801600f
block 1892 2 28015a13
block 1892 3 37025719
block 1893 * ff544033
block 1894 * 5c120f10
block 1895 * 5c120f10
block 1896 * 9350263a
block 1897 * 6a568d1e
block 1898 * 667bcadb
block 1898 0 0f239f9a
block 1898 1 1a2ea6b3
block 1898 2 303eafc8
block 1898 3 4d5bbdd6
block 1899 0 ff8b5d27
block 1899 1 ff87481e
block 1899 4 ff845e1e
block 1899 5 ff84581b
block 1899 8 ff845e1e
block 1899 9 ff84581b
block 1899 12 ff845e1e
block 1899 13 ff84581b
block 1904 * ffd8b152
block 1904 0 ffc8b766
block 1904 4 ffd9b247
block 1904 8 ffd9b247
block 1904 12 ffd9b247
block 1905 * 9ac1a338
block 1906 * 6bb3ae01
block 1907 * ff7c007c
block 1908 * ff7c007c
block 1910 0 ff424242
block 1910 1 ffba4537
block 1910 2 ff747839
block 1910 3 ff714d29
block 1910 4 ff2454bc
block 1910 5 ff6c4ead
block 1910 6 ff61afc1
block 1910 7 ff9f9e9e
block 1910 8 ff7a7a7a
block 1910 9 ffdd4379
block 1910 10 ffa0d843
block 1910 11 ffdbbb37
block 1910 12 ff399ee1
block 1910 13 ffac57cc
block 1910 14 ffc79a30
block 1910 15 ffd4cecf
block 1911 * d9a99e00
block 1912 * 135e5e5e
block 1913 * ffc9c919
block 1914 * ff7c007c
block 1915 * 7a869885
block 1915 0 11718268
block 1915 1 2075866d
block 1915 2 387e907a
block 1915 3 5380927c
block 1916 * 10433d38
block 1917 * 23736856
block 1918 * 20655032
block 1919 * 48d8c8bf
block 1920 * ff5b4435
block 1921 * ffbda0c5
block 1921 1 ffed70ff
block 1921 2 ff896d77
block 1921 3 ffd04d68
block 1921 4 ff7e8471
block 1921 5 ff99b564
block 1921 6 ff897b6b
block 1921 7 ffd27c1e
block 1921 8 ff786b85
block 1921 9 ff6d2fcb
block 1921 10 ff6c8580
block 1921 11 ff43b08d
block 1921 12 ff6e7c86
block 1921 13 ff4d96d1
block 1922 * ff2e6f93
block 1923 * fff7f7f7
block 1924 * ffa57b3e
block 1924 1 ffc8ae68
block 1924 2 ff94703a
block 1924 3 ffbe8d42
block 1925 * e0fdaf35
block 1926 * ffedebc9
block 1927 * ff866043
block 1928 * ff6c5f31
block 1930 * ff90999d
block 1931 0 ff999e64
block 1931 1 ffb29c48
block 1931 2 ffb89940
block 1932 0 ff90999d
block 1932 1 ffd5a876
block 1932 2 ffb1b1a6
block 1932 3 ff341f22
block 1932 4 ffa3aa9e
block 1940 * ff615545
block 1940 0 ff91865e
block 1940 1 ff81312a
block 1940 2 ff6d4d4e
block 1940 3 ff968269
block 1940 4 ff5e573e
block 1940 5 ff64382b
block 1940 6 ff3d2e2d
block 1940 8 ff5e573e
block 1940 9 ff64382b
block 1940 10 ff3d2e2d
block 1940 12 ff5e573e
block 1940 13 ff64382b
block 1940 14 ff3d2e2d
block 1941 * ffc6b89f
block 1941 0 ffcda663
block 1941 1 ff5b689b
block 1941 2 ffe0d5bf
block 1941 3 ff9f7748
block 1941 4 ff7e715b
block 1941 5 ff5e636b
block 1941 7 ff654b2e
block 1941 8 ff7e715b
block 1941 9 ff5e636b
block 1941 11 ff654b2e
block 1941 12 ff7e715b
block 1941 13 ff5e636b
block 1941 15 ff654b2e
block 1942 * ff683f27
block 1942 0 ff9f6038
block 1942 1 ff808d5d
block 1942 2 ff796c57
block 1942 3 ff1a6f0b
block 1942 5 ff4d5233
block 1942 6 ff3f3930
block 1942 7 ff147302
block 1942 9 ff4d5233
block 1942 10 ff3f3930
block 1942 11 ff147302
block 1942 13 ff4d5233
block 1942 14 ff3f3930
block 1942 15 ff147302
block 1943 0 ff957457
block 1943 1 ffb18760
block 1943 2 ffc0a89f
block 1943 4 ff5b4837
block 1943 5 ff694f3b
block 1943 6 ff6f5f59
block 1943 8 ff5b4837
block 1943 9 ff694f3b
block 1943 10 ff6f5f59
block 1943 12 ff5b4837
block 1943 13 ff694f3b
block 1943 14 ff6f5f59
block 1950 * 87232432
block 1950 0 9a83661c
block 1950 1 968aaa2d
block 1950 2 bf4d6f93
block 1950 4 9a83661c
block 1950 5 968aaa2d
block 1950 6 bf4d6f93
block 1950 8 9a83661c
block 1950 9 968aaa2d
block 1950 10 bf4d6f93
block 1950 12 9a83661c
block 1950 13 968aaa2d
block 1950 14 bf4d6f93
block 1951 * a752b773
block 1951 0 9a634e2a
block 1951 1 aa385b40
block 1951 3 9a6b391f
block 1951 4 9a634e2a
block 1951 5 aa385b40
block 1951 7 9a6b391f
block 1951 8 9a634e2a
block 1951 9 aa385b40
block 1951 11 9a6b391f
block 1951 12 9a634e2a
block 1951 13 aa385b40
block 1951 15 9a6b391f
block 1952 * 9a3bbf28
block 1952 1 89e89fc3
block 1952 2 9a5e2525
block 1952 3 89dbc3d1
block 1952 5 89e89fc3
block 1952 6 9a5e2525
block 1952 7 89dbc3d1
block 1952 9 89e89fc3
block 1952 10 9a5e2525
block 1952 11 89dbc3d1
